"id","org_flow_in", "person_flow_in", "price_chg"
1711,"-439.01","-22.65","(-0.36\\%)"
1712,"-129.30","-121.17","(-0.45\\%)"
1713,"-639.79","-288.56","(-1.95\\%)"
1714,"366.25","-716.33","(+1.80\\%)"
1715,"-2967.87","-572.39","(-3.23\\%)"
1716,"-2564.49","-596.67","(-3.14\\%)"
1717,"1321.52","-344.85","(+4.24\\%)"
1718,"-5723.60","-790.42","(-3.29\\%)"
1719,"1058.47","-871.56","(+5.04\\%)"
1720,"257.65","517.01","(-0.81\\%)"
1721,"-1117.50","-1252.13","(-1.95\\%)"
1722,"0.00","0.00","(0.00\\%)"
1723,"-313.96","-1221.10","(-2.01\\%)"
1724,"506.41","-1032.64","(+0.21\\%)"
1725,"0.00","0.00","(0.00\\%)"
1726,"-632.87","-486.62","(-0.79\\%)"
1727,"0.00","0.00","(0.00\\%)"
1728,"-108.49","-798.92","(-0.72\\%)"
1729,"-1811.83","-452.55","(-2.20\\%)"
1730,"1444.75","-745.31","(+0.52\\%)"
1731,"-497.21","-31.77","(0.00\\%)"
1732,"-11322.26","-2210.86","(-6.24\\%)"
1733,"-1617.37","-2007.72","(-3.09\\%)"
1734,"0.00","0.00","(0.00\\%)"
1735,"-3271.11","-1053.15","(-3.62\\%)"
1736,"-121.73","-596.06","(-0.45\\%)"
1737,"-2655.78","-358.37","(-2.01\\%)"
1738,"-1576.92","-837.21","(-1.42\\%)"
1739,"-550.48","-867.71","(-3.41\\%)"
1740,"-765.39","-756.30","(-2.20\\%)"
1741,"-28.53","-390.04","(-2.13\\%)"
1742,"-167.63","-509.62","(-1.52\\%)"
1743,"99.88","-436.11","(-0.23\\%)"
1744,"0.00","0.00","(0.00\\%)"
1745,"-32.47","-791.84","(-2.27\\%)"
1746,"-12427.66","-1620.23","(-6.26\\%)"
1747,"0.00","0.00","(0.00\\%)"
1748,"-584.82","-689.84","(-0.64\\%)"
1749,"-1022.20","-1256.34","(-2.15\\%)"
1750,"-1406.47","-584.45","(+0.11\\%)"
1751,"-8268.71","-1673.06","(-4.65\\%)"
1752,"-129.30","-121.17","(-0.45\\%)"
1753,"0.00","0.00","(0.00\\%)"
1754,"366.25","-716.33","(+1.80\\%)"
1755,"-5150.82","-469.70","(-2.03\\%)"
1756,"1321.52","-344.85","(+4.24\\%)"
1757,"-350.57","-182.42","(-1.92\\%)"
1758,"1058.47","-871.56","(+5.04\\%)"
1759,"-1185.31","339.35","(+1.28\\%)"
1760,"-594.88","-794.37","(-1.08\\%)"
1761,"-1117.50","-1252.13","(-1.95\\%)"
1762,"-313.96","-1221.10","(-2.01\\%)"
1763,"-1056.38","-13.67","(+1.06\\%)"
1764,"-632.87","-486.62","(-0.79\\%)"
1765,"-1729.71","-1252.41","(-3.46\\%)"
1766,"-757.22","-1044.45","(-2.48\\%)"
1767,"-108.49","-798.92","(-0.72\\%)"
1768,"-1661.49","-774.36","(-1.80\\%)"
1769,"0.00","0.00","(0.00\\%)"
1770,"1444.75","-745.31","(+0.52\\%)"
1771,"0.00","0.00","(0.00\\%)"
1772,"-11322.26","-2210.86","(-6.24\\%)"
1773,"-970.43","-315.56","(+1.53\\%)"
1774,"-3271.11","-1053.15","(-3.62\\%)"
1775,"616.76","626.06","(+1.05\\%)"
1776,"-2655.78","-358.37","(-2.01\\%)"
1777,"-1259.35","-653.06","(-1.33\\%)"
1778,"-550.48","-867.71","(-3.41\\%)"
1779,"-304.75","-553.54","(-1.72\\%)"
1780,"-167.63","-509.62","(-1.52\\%)"
1781,"313.12","-228.20","(0.00\\%)"
1782,"0.00","0.00","(0.00\\%)"
1783,"-4539.55","-796.06","(-2.03\\%)"
1784,"-6681.55","-1223.08","(-2.16\\%)"
1785,"-32.47","-791.84","(-2.27\\%)"
1786,"123.75","-1053.00","(-1.34\\%)"
1787,"0.00","0.00","(0.00\\%)"
1788,"403.53","-653.25","(-0.18\\%)"
1789,"-1406.47","-584.45","(+0.11\\%)"
1790,"-820.68","-123.23","(-1.70\\%)"
1791,"-129.30","-121.17","(-0.45\\%)"
1792,"-889.27","-1450.69","(-5.32\\%)"
1793,"0.00","0.00","(0.00\\%)"
1794,"366.25","-716.33","(+1.80\\%)"
1795,"129.63","-558.63","(-0.59\\%)"
1796,"1321.52","-344.85","(+4.24\\%)"
1797,"-692.16","-511.26","(-0.98\\%)"
1798,"1058.47","-871.56","(+5.04\\%)"
1799,"-1105.55","-665.93","(-2.63\\%)"
1800,"-1117.50","-1252.13","(-1.95\\%)"
1801,"4012.38","301.76","(+1.81\\%)"
1802,"-1050.51","-706.46","(-3.25\\%)"
1803,"-313.96","-1221.10","(-2.01\\%)"
1804,"-1450.50","-927.20","(-1.98\\%)"
1805,"-632.87","-486.62","(-0.79\\%)"
1806,"-695.10","-208.34","(-0.16\\%)"
1807,"-108.49","-798.92","(-0.72\\%)"
1808,"-129.49","-252.15","(-1.93\\%)"
1809,"1444.75","-745.31","(+0.52\\%)"
1810,"-524.74","-601.85","(-1.18\\%)"
1811,"-846.67","-96.03","(+1.20\\%)"
1812,"-11322.26","-2210.86","(-6.24\\%)"
1813,"-511.24","-794.80","(-2.37\\%)"
1814,"-3271.11","-1053.15","(-3.62\\%)"
1815,"-1442.36","-930.41","(-2.27\\%)"
1816,"-2655.78","-358.37","(-2.01\\%)"
1817,"92.60","-172.50","(+0.13\\%)"
1818,"-392.95","-57.00","(-0.39\\%)"
1819,"-550.48","-867.71","(-3.41\\%)"
1820,"847.35","44.23","(+0.25\\%)"
1821,"-167.63","-509.62","(-1.52\\%)"
1822,"-380.36","144.50","(0.00\\%)"
1823,"0.00","0.00","(0.00\\%)"
1824,"-2000.89","-769.02","(-2.35\\%)"
1825,"-32.47","-791.84","(-2.27\\%)"
1826,"-288.31","-231.40","(-0.96\\%)"
1827,"-125.50","-162.38","(-0.70\\%)"
1828,"0.00","0.00","(0.00\\%)"
1829,"77.17","-155.78","(-0.07\\%)"
1830,"-1406.47","-584.45","(+0.11\\%)"
1831,"-133.10","-590.65","(-1.58\\%)"
1832,"-129.30","-121.17","(-0.45\\%)"
1833,"-223.76","-354.43","(-0.43\\%)"
1834,"366.25","-716.33","(+1.80\\%)"
1835,"-784.59","-751.94","(-1.86\\%)"
1836,"-307.22","-604.68","(-2.42\\%)"
1837,"1321.52","-344.85","(+4.24\\%)"
1838,"0.00","0.00","(0.00\\%)"
1839,"1058.47","-871.56","(+5.04\\%)"
1840,"-4165.96","-1138.57","(-1.92\\%)"
1841,"-1117.50","-1252.13","(-1.95\\%)"
1842,"-732.50","-1087.55","(-2.41\\%)"
1843,"-313.96","-1221.10","(-2.01\\%)"
1844,"-745.61","-637.82","(-0.82\\%)"
1845,"-315.57","-445.53","(-0.93\\%)"
1846,"-632.87","-486.62","(-0.79\\%)"
1847,"-207.75","-140.15","(-1.70\\%)"
1848,"-108.49","-798.92","(-0.72\\%)"
1849,"-9335.04","-2338.73","(-6.82\\%)"
1850,"1444.75","-745.31","(+0.52\\%)"
1851,"-435.16","-330.14","(-2.82\\%)"
1852,"-11322.26","-2210.86","(-6.24\\%)"
1853,"-100.59","-225.67","(-0.32\\%)"
1854,"-3606.31","-1123.91","(-1.65\\%)"
1855,"-3271.11","-1053.15","(-3.62\\%)"
1856,"321.10","-319.98","(-1.75\\%)"
1857,"-2655.78","-358.37","(-2.01\\%)"
1858,"-731.18","-981.76","(-2.42\\%)"
1859,"-550.48","-867.71","(-3.41\\%)"
1860,"-6068.60","-999.58","(-1.15\\%)"
1861,"-167.63","-509.62","(-1.52\\%)"
1862,"-1813.38","-1518.47","(-4.13\\%)"
1863,"0.00","0.00","(0.00\\%)"
1864,"-32.47","-791.84","(-2.27\\%)"
1865,"-825.72","-202.30","(-0.21\\%)"
1866,"0.00","0.00","(0.00\\%)"
1867,"-186.94","-457.47","(-0.92\\%)"
1868,"1539.71","779.89","(+2.92\\%)"
1869,"-1406.47","-584.45","(+0.11\\%)"
1870,"-44.01","-647.39","(-0.70\\%)"
1871,"-129.30","-121.17","(-0.45\\%)"
1872,"-4624.26","228.28","(+3.63\\%)"
1873,"366.25","-716.33","(+1.80\\%)"
1874,"-2083.47","-498.23","(-1.65\\%)"
1875,"1321.52","-344.85","(+4.24\\%)"
1876,"1490.22","-1565.80","(-1.20\\%)"
1877,"-158.19","-531.38","(-1.45\\%)"
1878,"1058.47","-871.56","(+5.04\\%)"
1879,"-1073.27","-854.01","(-1.54\\%)"
1880,"-1117.50","-1252.13","(-1.95\\%)"
1881,"-313.96","-1221.10","(-2.01\\%)"
1882,"-1648.67","222.47","(+0.26\\%)"
1883,"995.87","-1432.16","(-3.95\\%)"
1884,"-632.87","-486.62","(-0.79\\%)"
1885,"-347.96","-912.61","(-0.08\\%)"
1886,"-108.49","-798.92","(-0.72\\%)"
1887,"1444.75","-745.31","(+0.52\\%)"
1888,"51.73","-100.09","(+1.03\\%)"
1889,"-11322.26","-2210.86","(-6.24\\%)"
1890,"-233.90","-357.75","(-0.55\\%)"
1891,"-1040.89","-334.22","(-0.66\\%)"
1892,"-3271.11","-1053.15","(-3.62\\%)"
1893,"-613.76","-64.29","(+0.65\\%)"
1894,"-2655.78","-358.37","(-2.01\\%)"
1895,"0.00","0.00","(0.00\\%)"
1896,"-550.48","-867.71","(-3.41\\%)"
1897,"0.00","0.00","(0.00\\%)"
1898,"-167.63","-509.62","(-1.52\\%)"
1899,"-187.39","-232.88","(-1.73\\%)"
1900,"-4490.00","-1222.82","(-3.93\\%)"
1901,"0.00","0.00","(0.00\\%)"
1902,"-2446.89","-872.66","(-4.92\\%)"
1903,"-32.47","-791.84","(-2.27\\%)"
1904,"0.00","0.00","(0.00\\%)"
1905,"0.00","0.00","(0.00\\%)"
1906,"-1406.47","-584.45","(+0.11\\%)"
1907,"3987.59","-1689.86","(-1.17\\%)"
1908,"-528.13","-120.12","(-0.55\\%)"
1909,"-129.30","-121.17","(-0.45\\%)"
1910,"-363.42","-483.88","(-0.16\\%)"
1911,"366.25","-716.33","(+1.80\\%)"
1912,"-354.82","-473.91","(-0.50\\%)"
1913,"1321.52","-344.85","(+4.24\\%)"
1914,"-635.48","-19.89","(-1.26\\%)"
1915,"1058.47","-871.56","(+5.04\\%)"
1916,"-145.41","-547.20","(-0.90\\%)"
1917,"-661.28","-1229.43","(-0.79\\%)"
1918,"-1117.50","-1252.13","(-1.95\\%)"
1919,"-662.01","-639.34","(+0.73\\%)"
1920,"-313.96","-1221.10","(-2.01\\%)"
1921,"-401.75","-1096.90","(-0.33\\%)"
1922,"-632.87","-486.62","(-0.79\\%)"
1923,"-262.93","-501.32","(-0.41\\%)"
1924,"-108.49","-798.92","(-0.72\\%)"
1925,"492.55","-189.29","(+1.00\\%)"
1926,"1444.75","-745.31","(+0.52\\%)"
1927,"-1917.41","-1772.35","(-1.80\\%)"
1928,"-401.03","-482.49","(-1.40\\%)"
1929,"-11322.26","-2210.86","(-6.24\\%)"
1930,"0.00","0.00","(0.00\\%)"
1931,"-3271.11","-1053.15","(-3.62\\%)"
1932,"0.00","0.00","(0.00\\%)"
1933,"-2655.78","-358.37","(-2.01\\%)"
1934,"-1241.34","-382.27","(-0.73\\%)"
1935,"-550.48","-867.71","(-3.41\\%)"
1936,"0.00","0.00","(0.00\\%)"
1937,"-5265.96","-1722.06","(-7.02\\%)"
1938,"0.00","0.00","(0.00\\%)"
1939,"-167.63","-509.62","(-1.52\\%)"
1940,"-3767.97","-765.68","(-2.32\\%)"
1941,"0.00","0.00","(0.00\\%)"
1942,"-1375.05","48.96","(-1.66\\%)"
1943,"-32.47","-791.84","(-2.27\\%)"
1944,"0.00","0.00","(0.00\\%)"
1945,"189.34","-440.63","(+0.78\\%)"
1946,"-1406.47","-584.45","(+0.11\\%)"
1947,"-387.24","-348.44","(-0.96\\%)"
1948,"-129.30","-121.17","(-0.45\\%)"
1949,"366.25","-716.33","(+1.80\\%)"
1950,"-407.42","-587.70","(0.00\\%)"
1951,"1321.52","-344.85","(+4.24\\%)"
1952,"-441.02","-444.28","(-1.76\\%)"
1953,"-1551.78","-284.50","(-1.37\\%)"
1954,"1058.47","-871.56","(+5.04\\%)"
1955,"-896.09","-291.27","(-3.41\\%)"
1956,"-1117.50","-1252.13","(-1.95\\%)"
1957,"513.16","459.04","(+0.57\\%)"
1958,"-313.96","-1221.10","(-2.01\\%)"
1959,"-534.80","-367.87","(-2.45\\%)"
1960,"-894.91","-459.68","(-2.21\\%)"
1961,"-632.87","-486.62","(-0.79\\%)"
1962,"-181.39","-641.95","(-1.74\\%)"
1963,"-108.49","-798.92","(-0.72\\%)"
1964,"-931.00","-447.63","(-2.29\\%)"
1965,"1444.75","-745.31","(+0.52\\%)"
1966,"-1218.48","-999.27","(-1.29\\%)"
1967,"-11322.26","-2210.86","(-6.24\\%)"
1968,"680.31","-33.27","(+4.15\\%)"
1969,"-3271.11","-1053.15","(-3.62\\%)"
1970,"-45.75","-1.59","(+0.94\\%)"
1971,"-2655.78","-358.37","(-2.01\\%)"
1972,"-16.02","-732.19","(-1.18\\%)"
1973,"-550.48","-867.71","(-3.41\\%)"
1974,"-685.50","-529.26","(-1.45\\%)"
1975,"-2405.22","-822.97","(-4.08\\%)"
1976,"-167.63","-509.62","(-1.52\\%)"
1977,"-140.84","-0.62","(-0.34\\%)"
1978,"-474.80","-367.92","(-0.81\\%)"
1979,"0.00","0.00","(0.00\\%)"
1980,"-320.55","-413.17","(-0.67\\%)"
1981,"-32.47","-791.84","(-2.27\\%)"
1982,"-484.98","-297.53","(-1.45\\%)"
1983,"0.00","0.00","(0.00\\%)"
1984,"500.04","-1644.50","(-1.09\\%)"
1985,"-1406.47","-584.45","(+0.11\\%)"
1986,"219.23","-904.23","(+0.20\\%)"
1987,"865.37","-103.22","(+2.12\\%)"
1988,"-129.30","-121.17","(-0.45\\%)"
1989,"366.25","-716.33","(+1.80\\%)"
1990,"1321.52","-344.85","(+4.24\\%)"
1991,"-462.11","-313.84","(-1.46\\%)"
1992,"1058.47","-871.56","(+5.04\\%)"
1993,"-1361.70","-237.45","(-0.69\\%)"
1994,"-9356.03","-743.13","(-3.86\\%)"
1995,"-1117.50","-1252.13","(-1.95\\%)"
1996,"-269.48","-393.91","(-0.64\\%)"
1997,"-313.96","-1221.10","(-2.01\\%)"
1998,"-1383.44","-1433.24","(-2.30\\%)"
1999,"-632.87","-486.62","(-0.79\\%)"
2000,"-2221.75","-481.56","(-3.95\\%)"
2001,"-108.49","-798.92","(-0.72\\%)"
2002,"-333.15","183.04","(+3.15\\%)"
2003,"270.71","-168.17","(+0.09\\%)"
2004,"1444.75","-745.31","(+0.52\\%)"
2005,"109.19","-255.28","(-0.30\\%)"
2006,"-11322.26","-2210.86","(-6.24\\%)"
2007,"-688.27","-1283.01","(-6.74\\%)"
2008,"-3271.11","-1053.15","(-3.62\\%)"
2009,"-2081.07","-190.63","(-0.78\\%)"
2010,"-2655.78","-358.37","(-2.01\\%)"
2011,"-1909.25","-1745.10","(-3.81\\%)"
2012,"-2296.00","-1201.78","(-2.81\\%)"
2013,"-550.48","-867.71","(-3.41\\%)"
2014,"-9341.78","-591.15","(-3.20\\%)"
2015,"-637.54","-275.71","(-0.62\\%)"
2016,"-167.63","-509.62","(-1.52\\%)"
2017,"-212.11","-586.64","(-1.01\\%)"
2018,"0.00","0.00","(0.00\\%)"
2019,"13713.43","2.40","(+6.13\\%)"
2020,"-144.11","-98.51","(+2.13\\%)"
2021,"-32.47","-791.84","(-2.27\\%)"
2022,"847.89","-557.44","(+0.29\\%)"
2023,"0.00","0.00","(0.00\\%)"
2024,"-12.48","-479.93","(-0.25\\%)"
2025,"-1406.47","-584.45","(+0.11\\%)"
2026,"349.43","329.84","(+10.01\\%)"
2027,"-129.30","-121.17","(-0.45\\%)"
2028,"-669.73","244.11","(-1.19\\%)"
2029,"366.25","-716.33","(+1.80\\%)"
2030,"-458.36","-503.16","(-1.15\\%)"
2031,"1321.52","-344.85","(+4.24\\%)"
2032,"1058.47","-871.56","(+5.04\\%)"
2033,"-594.91","-565.36","(-1.85\\%)"
2034,"-1042.73","-1288.38","(-2.77\\%)"
2035,"-1117.50","-1252.13","(-1.95\\%)"
2036,"-1530.31","-586.05","(-2.60\\%)"
2037,"-313.96","-1221.10","(-2.01\\%)"
2038,"-2111.10","-1207.78","(-2.33\\%)"
2039,"-632.87","-486.62","(-0.79\\%)"
2040,"-783.04","-764.99","(-3.02\\%)"
2041,"-108.49","-798.92","(-0.72\\%)"
2042,"-917.17","-1239.00","(-2.41\\%)"
2043,"-889.09","-78.40","(-1.45\\%)"
2044,"1444.75","-745.31","(+0.52\\%)"
2045,"0.00","0.00","(0.00\\%)"
2046,"-11322.26","-2210.86","(-6.24\\%)"
2047,"-916.25","-300.92","(-1.17\\%)"
2048,"-3271.11","-1053.15","(-3.62\\%)"
2049,"-4873.37","-1545.71","(-3.91\\%)"
2050,"-2655.78","-358.37","(-2.01\\%)"
2051,"122.64","-136.14","(+0.88\\%)"
2052,"104.84","-1874.99","(-0.80\\%)"
2053,"-550.48","-867.71","(-3.41\\%)"
2054,"-5861.41","-2461.69","(-3.06\\%)"
2055,"0.00","0.00","(0.00\\%)"
2056,"-167.63","-509.62","(-1.52\\%)"
2057,"-1099.91","-936.00","(-2.38\\%)"
2058,"0.00","0.00","(0.00\\%)"
2059,"-249.94","-666.74","(-2.51\\%)"
2060,"-96.35","-532.81","(-0.85\\%)"
2061,"-32.47","-791.84","(-2.27\\%)"
2062,"0.00","0.00","(0.00\\%)"
2063,"0.00","0.00","(0.00\\%)"
2064,"-1998.63","-67.10","(-2.07\\%)"
2065,"-1406.47","-584.45","(+0.11\\%)"
2066,"15664.61","-1133.76","(+4.65\\%)"
2067,"-129.30","-121.17","(-0.45\\%)"
2068,"-240.65","-542.69","(-0.88\\%)"
2069,"-287.85","-549.54","(-1.18\\%)"
2070,"366.25","-716.33","(+1.80\\%)"
2071,"-1006.71","-0.40","(-1.67\\%)"
2072,"1321.52","-344.85","(+4.24\\%)"
2073,"-181.65","-602.96","(-2.70\\%)"
2074,"1058.47","-871.56","(+5.04\\%)"
2075,"-1117.50","-1252.13","(-1.95\\%)"
2076,"1247.69","46.33","(+1.60\\%)"
2077,"-5033.13","-299.55","(-1.40\\%)"
2078,"-313.96","-1221.10","(-2.01\\%)"
2079,"560.97","397.76","(+3.58\\%)"
2080,"-632.87","-486.62","(-0.79\\%)"
2081,"286.60","-725.38","(-1.26\\%)"
2082,"-108.49","-798.92","(-0.72\\%)"
2083,"-6864.92","-2385.78","(-5.75\\%)"
2084,"1444.75","-745.31","(+0.52\\%)"
2085,"101.34","-272.82","(-0.23\\%)"
2086,"-11322.26","-2210.86","(-6.24\\%)"
2087,"-2936.47","-635.46","(-2.28\\%)"
2088,"-3271.11","-1053.15","(-3.62\\%)"
2089,"-3893.44","-192.77","(-2.27\\%)"
2090,"-3804.99","-1429.48","(-4.59\\%)"
2091,"-2655.78","-358.37","(-2.01\\%)"
2092,"-526.60","-410.84","(-0.30\\%)"
2093,"-550.48","-867.71","(-3.41\\%)"
2094,"-2190.44","-523.77","(-2.05\\%)"
2095,"-167.63","-509.62","(-1.52\\%)"
2096,"-779.15","-1183.55","(-3.00\\%)"
2097,"0.00","0.00","(0.00\\%)"
2098,"-657.18","-825.77","(-2.86\\%)"
2099,"2942.52","-23.12","(+3.50\\%)"
2100,"-32.47","-791.84","(-2.27\\%)"
2101,"-206.18","56.90","(-0.76\\%)"
2102,"0.00","0.00","(0.00\\%)"
2103,"1669.21","-261.12","(+0.15\\%)"
2104,"-1406.47","-584.45","(+0.11\\%)"
2105,"21922.57","-299.26","(+3.14\\%)"
2106,"0.00","0.00","(0.00\\%)"
2107,"-129.30","-121.17","(-0.45\\%)"
2108,"236.13","-524.78","(-0.87\\%)"
2109,"366.25","-716.33","(+1.80\\%)"
2110,"-15755.54","-1434.09","(-8.71\\%)"
2111,"1321.52","-344.85","(+4.24\\%)"
2112,"0.00","0.00","(0.00\\%)"
2113,"1058.47","-871.56","(+5.04\\%)"
2114,"-144.30","-150.87","(+0.36\\%)"
2115,"-2464.56","-1452.68","(-1.94\\%)"
2116,"-1117.50","-1252.13","(-1.95\\%)"
2117,"-980.85","-163.16","(+0.36\\%)"
2118,"-313.96","-1221.10","(-2.01\\%)"
2119,"356.86","-47.92","(+1.94\\%)"
2120,"-632.87","-486.62","(-0.79\\%)"
2121,"-542.78","-441.75","(-0.83\\%)"
2122,"-108.49","-798.92","(-0.72\\%)"
2123,"-1343.73","-770.45","(-3.83\\%)"
2124,"-227.29","-866.91","(-1.92\\%)"
2125,"1444.75","-745.31","(+0.52\\%)"
2126,"-381.19","-746.68","(-1.14\\%)"
2127,"-11322.26","-2210.86","(-6.24\\%)"
2128,"664.56","136.46","(+1.81\\%)"
2129,"-3271.11","-1053.15","(-3.62\\%)"
2130,"-535.29","-499.07","(-1.28\\%)"
2131,"-2655.78","-358.37","(-2.01\\%)"
2132,"-641.49","-278.24","(-1.05\\%)"
2133,"-550.48","-867.71","(-3.41\\%)"
2134,"-21.01","-153.10","(-1.31\\%)"
2135,"9465.24","379.82","(+6.95\\%)"
2136,"-167.63","-509.62","(-1.52\\%)"
2137,"0.00","0.00","(0.00\\%)"
2138,"62.93","137.48","(+0.22\\%)"
2139,"-1747.72","-1057.55","(-2.15\\%)"
2140,"-32.47","-791.84","(-2.27\\%)"
2141,"-1573.39","-461.09","(-1.54\\%)"
2142,"0.00","0.00","(0.00\\%)"
2143,"-1498.72","-271.00","(-1.42\\%)"
2144,"-1406.47","-584.45","(+0.11\\%)"
2145,"1411.27","-297.11","(+0.13\\%)"
2146,"-629.72","-497.28","(-0.22\\%)"
2147,"-1156.45","-586.27","(-3.03\\%)"
2148,"-129.30","-121.17","(-0.45\\%)"
2149,"-1470.35","-1050.15","(-2.92\\%)"
2150,"366.25","-716.33","(+1.80\\%)"
2151,"1321.52","-344.85","(+4.24\\%)"
2152,"-877.10","46.04","(+0.25\\%)"
2153,"-261.29","-398.40","(-1.57\\%)"
2154,"1058.47","-871.56","(+5.04\\%)"
2155,"-162.00","-141.81","(-1.61\\%)"
2156,"0.00","0.00","(0.00\\%)"
2157,"-1117.50","-1252.13","(-1.95\\%)"
2158,"-313.96","-1221.10","(-2.01\\%)"
2159,"-3065.47","-1639.25","(-5.41\\%)"
2160,"-632.87","-486.62","(-0.79\\%)"
2161,"-1248.80","166.32","(-0.59\\%)"
2162,"-108.49","-798.92","(-0.72\\%)"
2163,"-935.35","-39.42","(-0.82\\%)"
2164,"-2804.92","-336.21","(-2.80\\%)"
2165,"1444.75","-745.31","(+0.52\\%)"
2166,"1717.98","-647.19","(+0.48\\%)"
2167,"-11322.26","-2210.86","(-6.24\\%)"
2168,"281.07","-80.89","(+1.01\\%)"
2169,"-3271.11","-1053.15","(-3.62\\%)"
2170,"-8254.57","-3260.78","(-9.83\\%)"
2171,"-2655.78","-358.37","(-2.01\\%)"
2172,"-1720.67","-582.86","(-2.32\\%)"
2173,"435.72","-50.00","(+0.92\\%)"
2174,"-550.48","-867.71","(-3.41\\%)"
2175,"-797.05","-1096.67","(-1.88\\%)"
2176,"-167.63","-509.62","(-1.52\\%)"
2177,"0.00","0.00","(0.00\\%)"
2178,"0.00","0.00","(0.00\\%)"
2179,"-179.47","-411.78","(-1.36\\%)"
2180,"-32.47","-791.84","(-2.27\\%)"
2181,"582.05","-27.55","(+0.59\\%)"
2182,"-1033.63","-1349.55","(-1.22\\%)"
2183,"0.00","0.00","(0.00\\%)"
2184,"-5817.49","-842.59","(-4.65\\%)"
2185,"-1406.47","-584.45","(+0.11\\%)"
2186,"437.81","-278.88","(-0.57\\%)"
2187,"-129.30","-121.17","(-0.45\\%)"
2188,"-1880.64","-2125.04","(-3.28\\%)"
2189,"366.25","-716.33","(+1.80\\%)"
2190,"-453.85","-573.69","(-1.08\\%)"
2191,"6491.04","-1007.75","(+1.43\\%)"
2192,"1321.52","-344.85","(+4.24\\%)"
2193,"-1449.69","-965.83","(-1.69\\%)"
2194,"1058.47","-871.56","(+5.04\\%)"
2195,"-1194.14","-498.43","(-1.12\\%)"
2196,"-1117.50","-1252.13","(-1.95\\%)"
2197,"-686.34","-789.43","(-2.36\\%)"
2198,"-313.96","-1221.10","(-2.01\\%)"
2199,"-108.89","-621.30","(-1.11\\%)"
2200,"-433.59","57.64","(-0.92\\%)"
2201,"-632.87","-486.62","(-0.79\\%)"
2202,"-10203.57","571.03","(+0.71\\%)"
2203,"-108.49","-798.92","(-0.72\\%)"
2204,"1444.75","-745.31","(+0.52\\%)"
2205,"0.00","0.00","(0.00\\%)"
2206,"-1154.15","-441.22","(-1.83\\%)"
2207,"-11322.26","-2210.86","(-6.24\\%)"
2208,"-637.31","-860.64","(-3.23\\%)"
2209,"-3271.11","-1053.15","(-3.62\\%)"
2210,"-14.00","-19.33","(+0.16\\%)"
2211,"-2655.78","-358.37","(-2.01\\%)"
2212,"-3529.21","667.78","(-2.60\\%)"
2213,"-550.48","-867.71","(-3.41\\%)"
2214,"0.00","0.00","(0.00\\%)"
2215,"-31.00","213.44","(+2.13\\%)"
2216,"-167.63","-509.62","(-1.52\\%)"
2217,"-253.11","-1201.00","(-1.90\\%)"
2218,"0.00","0.00","(0.00\\%)"
2219,"-806.84","-977.34","(-3.34\\%)"
2220,"-32.47","-791.84","(-2.27\\%)"
2221,"-44.74","-369.74","(-2.15\\%)"
2222,"-1188.06","-389.83","(-1.21\\%)"
2223,"0.00","0.00","(0.00\\%)"
2224,"-178.13","142.30","(-0.10\\%)"
2225,"2696.50","147.88","(+1.69\\%)"
2226,"-1406.47","-584.45","(+0.11\\%)"
2227,"-129.30","-121.17","(-0.45\\%)"
2228,"-529.27","-388.67","(-3.06\\%)"
2229,"-2264.36","-1195.06","(-4.36\\%)"
2230,"366.25","-716.33","(+1.80\\%)"
2231,"-30.50","-1846.61","(-0.13\\%)"
2232,"1590.17","590.54","(+0.44\\%)"
2233,"1321.52","-344.85","(+4.24\\%)"
2234,"-4128.90","-1121.01","(-3.96\\%)"
2235,"1058.47","-871.56","(+5.04\\%)"
2236,"-1117.50","-1252.13","(-1.95\\%)"
2237,"0.00","0.00","(0.00\\%)"
2238,"-313.96","-1221.10","(-2.01\\%)"
2239,"-5750.86","-1343.32","(-2.22\\%)"
2240,"310.65","1.08","(+1.74\\%)"
2241,"-632.87","-486.62","(-0.79\\%)"
2242,"-220.96","-463.95","(-2.15\\%)"
2243,"-108.49","-798.92","(-0.72\\%)"
2244,"454.80","-640.38","(-0.40\\%)"
2245,"-1145.74","-644.54","(-2.82\\%)"
2246,"1444.75","-745.31","(+0.52\\%)"
2247,"-11322.26","-2210.86","(-6.24\\%)"
2248,"-169.42","-1324.85","(-3.50\\%)"
2249,"-3271.11","-1053.15","(-3.62\\%)"
2250,"-3905.76","-2096.24","(-4.69\\%)"
2251,"-2655.78","-358.37","(-2.01\\%)"
2252,"-534.34","-1021.16","(-2.78\\%)"
2253,"-506.40","-752.58","(-0.60\\%)"
2254,"-550.48","-867.71","(-3.41\\%)"
2255,"-1518.01","-606.28","(-3.17\\%)"
2256,"-167.63","-509.62","(-1.52\\%)"
2257,"-2298.13","-1561.82","(-3.98\\%)"
2258,"0.00","0.00","(0.00\\%)"
2259,"-16.72","-575.94","(-3.08\\%)"
2260,"-196.23","-437.22","(-2.01\\%)"
2261,"-32.47","-791.84","(-2.27\\%)"
2262,"-127.70","-1150.02","(-1.98\\%)"
2263,"0.00","0.00","(0.00\\%)"
2264,"-658.37","-417.23","(-2.58\\%)"
2265,"-1406.47","-584.45","(+0.11\\%)"
2266,"-288.14","-1069.18","(-0.50\\%)"
2267,"-129.30","-121.17","(-0.45\\%)"
