"id","org_flow_in", "person_flow_in", "price_chg"
581,"-188.64","-844.98","(-1.63\\%)"
582,"-1409.10","-395.44","(-3.03\\%)"
583,"-436.29","-935.43","(-4.51\\%)"
584,"-850.08","-678.53","(-1.97\\%)"
585,"-1610.44","-898.18","(-2.28\\%)"
586,"785.90","-583.06","(+0.25\\%)"
587,"-13328.77","-1588.18","(-2.30\\%)"
588,"-324.02","-808.63","(-0.78\\%)"
589,"-3424.98","-1863.35","(-3.17\\%)"
590,"-1867.15","-378.16","(0.00\\%)"
591,"41.35","-236.83","(+0.11\\%)"
592,"-1649.30","-1326.25","(-2.44\\%)"
593,"-698.62","-271.14","(-1.26\\%)"
594,"0.00","0.00","(0.00\\%)"
595,"-537.11","-613.28","(-2.13\\%)"
596,"-6713.58","41.78","(-1.14\\%)"
597,"-135.71","-600.88","(-1.99\\%)"
598,"-820.27","-13.46","(+0.07\\%)"
599,"-675.23","-1.96","(-1.88\\%)"
600,"-3392.92","-698.77","(-1.70\\%)"
601,"0.00","0.00","(0.00\\%)"
602,"-182.95","-299.96","(-0.76\\%)"
603,"-595.16","611.50","(+1.96\\%)"
604,"-649.01","-1311.00","(-2.52\\%)"
605,"0.00","0.00","(0.00\\%)"
606,"-245.30","-63.73","(-1.54\\%)"
607,"-2568.81","7.71","(-0.78\\%)"
608,"4182.79","-111.30","(+1.51\\%)"
609,"3806.37","-1014.29","(-3.71\\%)"
610,"-851.42","-877.18","(-0.08\\%)"
611,"-3848.93","-741.95","(-1.16\\%)"
612,"-2206.23","-387.35","(-1.21\\%)"
613,"-1136.95","-271.47","(-1.54\\%)"
614,"0.00","0.00","(0.00\\%)"
615,"-1408.88","-469.45","(-1.82\\%)"
616,"-1531.55","-1533.85","(-2.51\\%)"
617,"7891.54","-740.41","(+1.53\\%)"
618,"-2237.44","-808.82","(-2.53\\%)"
619,"-3548.33","-528.03","(-2.37\\%)"
620,"0.00","0.00","(0.00\\%)"
621,"-16433.97","-2021.78","(-3.23\\%)"
622,"-189.25","-298.84","(-0.67\\%)"
623,"183.87","-108.70","(+0.33\\%)"
624,"0.00","0.00","(0.00\\%)"
625,"-2624.05","-251.29","(-2.45\\%)"
626,"0.00","0.00","(0.00\\%)"
627,"455.86","-392.64","(+0.26\\%)"
628,"-3150.62","-886.17","(-5.30\\%)"
629,"-869.97","-757.06","(-3.22\\%)"
630,"-657.60","-2027.10","(-4.41\\%)"
631,"-287.08","-1115.36","(-1.77\\%)"
632,"-3315.09","-1367.00","(-4.39\\%)"
633,"1394.81","70.76","(+1.18\\%)"
634,"-655.31","-340.66","(-1.58\\%)"
635,"-79.69","-430.98","(-0.57\\%)"
636,"-3864.27","-866.79","(-2.08\\%)"
637,"0.00","0.00","(0.00\\%)"
638,"3.25","-833.18","(-2.16\\%)"
639,"-214.06","-532.12","(-1.58\\%)"
640,"-839.32","-754.05","(-1.68\\%)"
641,"0.00","0.00","(0.00\\%)"
642,"-573.42","-964.49","(-1.29\\%)"
643,"-690.89","-790.33","(-3.09\\%)"
644,"-1217.76","-1774.31","(-5.48\\%)"
645,"-2574.06","-384.10","(-2.12\\%)"
646,"-393.85","-450.62","(-3.41\\%)"
647,"-2831.13","-1396.45","(-1.67\\%)"
648,"-1168.49","-728.62","(-2.52\\%)"
649,"211.83","125.92","(+0.33\\%)"
650,"-896.37","-539.94","(-2.28\\%)"
651,"-288.30","-480.73","(-0.17\\%)"
652,"-37.56","34.06","(+0.62\\%)"
653,"-675.50","-1263.41","(-1.92\\%)"
654,"-826.42","-732.13","(-1.75\\%)"
655,"753.24","-169.58","(-0.28\\%)"
656,"-17485.97","-2884.40","(-9.89\\%)"
657,"-512.57","-319.59","(-1.66\\%)"
658,"2158.08","-159.54","(+1.23\\%)"
659,"-847.49","-405.33","(-1.96\\%)"
660,"1014.94","-282.30","(+0.19\\%)"
661,"-81.77","-138.23","(-0.25\\%)"
662,"-476.58","-812.67","(-2.34\\%)"
663,"-1521.74","-1028.59","(-2.99\\%)"
664,"-252.16","-778.56","(-1.03\\%)"
665,"-1228.25","-780.62","(-2.37\\%)"
666,"-1468.22","-156.15","(-1.14\\%)"
667,"120.92","146.63","(+0.44\\%)"
668,"-1113.31","-260.62","(-1.94\\%)"
669,"0.00","0.00","(0.00\\%)"
670,"6481.95","526.16","(+5.46\\%)"
671,"-208.37","-738.21","(-0.84\\%)"
672,"-1153.87","-646.07","(+0.43\\%)"
673,"-539.99","-357.31","(-2.15\\%)"
674,"-1295.15","-737.49","(-2.16\\%)"
675,"-167.63","-509.62","(-1.52\\%)"
676,"5967.48","-1472.07","(+1.50\\%)"
677,"0.00","0.00","(0.00\\%)"
678,"-289.05","-375.48","(-1.34\\%)"
679,"-32.47","-791.84","(-2.27\\%)"
680,"-2776.07","-1532.82","(-3.24\\%)"
681,"-217.73","-448.60","(-2.13\\%)"
682,"0.00","0.00","(0.00\\%)"
683,"-3994.59","-642.82","(+1.02\\%)"
684,"-1406.47","-584.45","(+0.11\\%)"
685,"-217.40","-1570.20","(-2.78\\%)"
686,"-129.30","-121.17","(-0.45\\%)"
687,"0.00","0.00","(0.00\\%)"
688,"366.25","-716.33","(+1.80\\%)"
689,"-1653.36","-958.05","(-4.08\\%)"
690,"-842.24","-563.16","(-2.09\\%)"
691,"1321.52","-344.85","(+4.24\\%)"
692,"1058.47","-871.56","(+5.04\\%)"
693,"-4386.46","-877.39","(-0.53\\%)"
694,"-1117.50","-1252.13","(-1.95\\%)"
695,"105.04","-406.79","(+1.30\\%)"
696,"-313.96","-1221.10","(-2.01\\%)"
697,"-1763.02","-702.43","(-0.68\\%)"
698,"-224.19","554.32","(-0.28\\%)"
699,"-632.87","-486.62","(-0.79\\%)"
700,"-40.88","-157.63","(-0.75\\%)"
701,"-108.49","-798.92","(-0.72\\%)"
702,"2765.24","-538.68","(+1.85\\%)"
703,"-1614.69","-1644.83","(-3.53\\%)"
704,"1444.75","-745.31","(+0.52\\%)"
705,"-11322.26","-2210.86","(-6.24\\%)"
706,"0.00","0.00","(0.00\\%)"
707,"-35.42","-699.11","(-1.41\\%)"
708,"-3271.11","-1053.15","(-3.62\\%)"
709,"-1846.53","-1555.69","(-3.23\\%)"
710,"-2655.78","-358.37","(-2.01\\%)"
711,"115.06","-362.09","(-0.48\\%)"
712,"-550.48","-867.71","(-3.41\\%)"
713,"-1541.33","195.40","(0.00\\%)"
714,"-1652.20","-979.22","(-0.49\\%)"
715,"-665.60","-804.25","(-1.50\\%)"
716,"-167.63","-509.62","(-1.52\\%)"
717,"0.00","0.00","(0.00\\%)"
718,"-682.96","-974.18","(-1.88\\%)"
719,"-32.47","-791.84","(-2.27\\%)"
720,"-897.75","356.22","(-0.16\\%)"
721,"0.00","0.00","(0.00\\%)"
722,"0.00","0.00","(0.00\\%)"
723,"-5493.25","-378.46","(+0.02\\%)"
724,"-1406.47","-584.45","(+0.11\\%)"
725,"1140.73","1310.65","(+1.83\\%)"
726,"-129.30","-121.17","(-0.45\\%)"
727,"298.50","-411.17","(-1.17\\%)"
728,"366.25","-716.33","(+1.80\\%)"
729,"-3702.18","-1024.49","(-1.55\\%)"
730,"1321.52","-344.85","(+4.24\\%)"
731,"-42.77","-486.79","(-0.37\\%)"
732,"-1706.13","-2006.81","(-3.09\\%)"
733,"1058.47","-871.56","(+5.04\\%)"
734,"-118.05","-243.35","(-1.46\\%)"
735,"-1117.50","-1252.13","(-1.95\\%)"
736,"0.00","0.00","(0.00\\%)"
737,"-313.96","-1221.10","(-2.01\\%)"
738,"-275.05","-711.22","(-0.72\\%)"
739,"-632.87","-486.62","(-0.79\\%)"
740,"-1474.89","-764.46","(-2.10\\%)"
741,"803.83","-246.23","(-0.09\\%)"
742,"-108.49","-798.92","(-0.72\\%)"
743,"599.04","-381.83","(+0.36\\%)"
744,"1444.75","-745.31","(+0.52\\%)"
745,"-217.12","-602.37","(-2.16\\%)"
746,"-11322.26","-2210.86","(-6.24\\%)"
747,"-588.53","-503.50","(-1.18\\%)"
748,"-3271.11","-1053.15","(-3.62\\%)"
749,"-2047.59","-739.37","(-1.44\\%)"
750,"-494.15","-175.86","(+0.05\\%)"
751,"-2655.78","-358.37","(-2.01\\%)"
752,"-2649.95","-804.56","(-2.15\\%)"
753,"-550.48","-867.71","(-3.41\\%)"
754,"-1617.30","-834.11","(-2.42\\%)"
755,"-4405.56","-1269.85","(-1.46\\%)"
756,"-167.63","-509.62","(-1.52\\%)"
757,"-14153.64","-2784.71","(-10.02\\%)"
758,"0.00","0.00","(0.00\\%)"
759,"-32.47","-791.84","(-2.27\\%)"
760,"43.45","-317.71","(-1.37\\%)"
761,"0.00","0.00","(0.00\\%)"
762,"64.30","-581.42","(-1.49\\%)"
763,"-1406.47","-584.45","(+0.11\\%)"
764,"-148.88","1037.79","(+0.15\\%)"
765,"-1206.38","-818.76","(-0.18\\%)"
766,"-129.30","-121.17","(-0.45\\%)"
767,"1175.11","-870.45","(+2.32\\%)"
768,"366.25","-716.33","(+1.80\\%)"
769,"-3001.40","-1983.81","(-3.02\\%)"
770,"1321.52","-344.85","(+4.24\\%)"
771,"-997.00","-272.22","(-1.33\\%)"
772,"1058.47","-871.56","(+5.04\\%)"
773,"-278.28","-551.33","(-1.38\\%)"
774,"-680.99","-468.54","(-1.78\\%)"
775,"-1117.50","-1252.13","(-1.95\\%)"
776,"-350.36","-2556.39","(-3.32\\%)"
777,"-313.96","-1221.10","(-2.01\\%)"
778,"-489.77","-805.49","(-2.88\\%)"
779,"-632.87","-486.62","(-0.79\\%)"
780,"-4063.70","-689.93","(-1.29\\%)"
781,"-108.49","-798.92","(-0.72\\%)"
782,"282.23","-776.47","(-0.49\\%)"
783,"-688.75","-323.67","(-0.93\\%)"
784,"1444.75","-745.31","(0.52\\%)"
785,"716.15","-223.62","(0.99\\%)"
786,"-11322.26","-2210.86","(-6.24\\%)"
787,"-117.30","-607.01","(-2.28\\%)"
788,"-3271.11","-1053.15","(-3.62\\%)"
789,"-553.78","-652.63","(-0.35\\%)"
790,"-2655.78","-358.37","(-2.01\\%)"
791,"1209.61","-228.27","(3.14\\%)"
792,"872.41","254.29","(1.25\\%)"
793,"-550.48","-867.71","(-3.41\\%)"
794,"-303.49","-797.44","(-3.19\\%)"
795,"-167.63","-509.62","(-1.52\\%)"
796,"-861.01","-340.38","(-1.38\\%)"
797,"0.00","0.00","(0.00\\%)"
798,"236.83","-118.97","(-0.13\\%)"
799,"761.48","-336.89","(0.45\\%)"
800,"-32.47","-791.84","(-2.27\\%)"
801,"3219.68","67.86","(+3.79\\%)"
802,"0.00","0.00","(0.00\\%)"
803,"-1480.93","-618.37","(-1.00\\%)"
804,"-1406.47","-584.45","(+0.11\\%)"
805,"-129.30","-121.17","(-0.45\\%)"
806,"-2328.18","150.44","(-1.29\\%)"
807,"366.25","-716.33","(+1.80\\%)"
808,"-2078.28","-379.66","(-2.06\\%)"
809,"-1021.25","19.56","(-0.53\\%)"
810,"667.73","-1966.14","(+2.75\\%)"
811,"1321.52","-344.85","(+4.24\\%)"
812,"0.00","0.00","(0.00\\%)"
813,"1058.47","-871.56","(+5.04\\%)"
814,"-1117.50","-1252.13","(-1.95\\%)"
815,"-674.56","-599.42","(-1.29\\%)"
816,"-313.96","-1221.10","(-2.01\\%)"
817,"-630.91","-309.74","(-0.43\\%)"
818,"-104.55","-636.34","(-1.99\\%)"
819,"-632.87","-486.62","(-0.79\\%)"
820,"-4081.24","-1075.90","(-3.28\\%)"
821,"-108.49","-798.92","(-0.72\\%)"
822,"102.45","245.74","(-0.72\\%)"
823,"1444.75","-745.31","(+0.52\\%)"
824,"-11322.26","-2210.86","(-6.24\\%)"
825,"-258.47","49.07","(-0.78\\%)"
826,"-309.43","-591.36","(-1.12\\%)"
827,"-3271.11","-1053.15","(-3.62\\%)"
828,"-3036.17","113.74","(-0.64\\%)"
829,"-2655.78","-358.37","(-2.01\\%)"
830,"0.00","0.00","(0.00\\%)"
831,"-550.48","-867.71","(-3.41\\%)"
832,"-2520.20","-701.03","(-1.38\\%)"
833,"-167.63","-509.62","(-1.52\\%)"
834,"-1684.76","-1908.14","(-3.17\\%)"
835,"-790.58","-780.23","(-1.50\\%)"
836,"-1415.11","-1077.93","(-1.27\\%)"
837,"0.00","0.00","(0.00\\%)"
838,"314.96","65.32","(+0.90\\%)"
839,"-32.47","-791.84","(-2.27\\%)"
840,"-8639.19","-2489.04","(-2.52\\%)"
841,"0.00","0.00","(0.00\\%)"
842,"-1051.33","-647.33","(-2.41\\%)"
843,"4271.07","-353.09","(-0.50\\%)"
844,"-1406.47","-584.45","(+0.11\\%)"
845,"-129.30","-121.17","(-0.45\\%)"
846,"-138.54","-1210.15","(-2.60\\%)"
847,"366.25","-716.33","(+1.80\\%)"
848,"-3327.23","-1139.23","(-2.87\\%)"
849,"1321.52","-344.85","(+4.24\\%)"
850,"-1170.30","-857.99","(-1.39\\%)"
851,"-270.01","-429.86","(-2.28\\%)"
852,"1058.47","-871.56","(+5.04\\%)"
853,"30.84","-1221.71","(-1.36\\%)"
854,"-1117.50","-1252.13","(-1.95\\%)"
855,"-6836.56","-722.40","(-1.78\\%)"
856,"-313.96","-1221.10","(-2.01\\%)"
857,"886.67","-416.86","(+0.39\\%)"
858,"-632.87","-486.62","(-0.79\\%)"
859,"-933.06","-595.28","(-2.00\\%)"
860,"-216.83","-1005.44","(-2.40\\%)"
861,"-108.49","-798.92","(-0.72\\%)"
862,"-165.78","139.59","(+0.07\\%)"
863,"1444.75","-745.31","(+0.52\\%)"
864,"-220.01","-249.33","(-1.21\\%)"
865,"-11322.26","-2210.86","(-6.24\\%)"
866,"-3271.11","-1053.15","(-3.62\\%)"
867,"-288.99","-0.15","(+1.10\\%)"
868,"0.00","0.00","(0.00\\%)"
869,"-2655.78","-358.37","(-2.01\\%)"
870,"0.00","0.00","(0.00\\%)"
871,"-550.48","-867.71","(-3.41\\%)"
872,"-458.07","-405.93","(-1.68\\%)"
873,"-167.63","-509.62","(-1.52\\%)"
874,"0.00","0.00","(0.00\\%)"
875,"0.00","0.00","(0.00\\%)"
876,"553.75","117.34","(+1.29\\%)"
877,"-2804.74","-2363.69","(-5.68\\%)"
878,"-32.47","-791.84","(-2.27\\%)"
879,"-375.99","-679.72","(-1.55\\%)"
880,"0.00","0.00","(0.00\\%)"
881,"-878.12","-504.04","(-2.04\\%)"
882,"-1406.47","-584.45","(+0.11\\%)"
883,"1212.19","-75.18","(+0.45\\%)"
884,"-1283.65","-417.27","(-2.63\\%)"
885,"-129.30","-121.17","(-0.45\\%)"
886,"-296.01","-585.10","(-1.86\\%)"
887,"366.25","-716.33","(+1.80\\%)"
888,"1321.52","-344.85","(+4.24\\%)"
889,"-168.28","-491.98","(-1.70\\%)"
890,"1058.47","-871.56","(+5.04\\%)"
891,"-5276.17","-1201.92","(-1.12\\%)"
892,"-1121.08","-1836.36","(-4.41\\%)"
893,"-1117.50","-1252.13","(-1.95\\%)"
894,"-726.34","-570.83","(-1.94\\%)"
895,"-313.96","-1221.10","(-2.01\\%)"
896,"-3651.83","-1327.41","(-2.49\\%)"
897,"-632.87","-486.62","(-0.79\\%)"
898,"48225.70","12415.43","(+9.95\\%)"
899,"-108.49","-798.92","(-0.72\\%)"
900,"-619.86","-834.09","(-1.73\\%)"
901,"342.34","-323.22","(-0.43\\%)"
902,"1444.75","-745.31","(+0.52\\%)"
903,"268.58","-651.42","(-0.63\\%)"
904,"-11322.26","-2210.86","(-6.24\\%)"
905,"-3853.14","-370.63","(-1.41\\%)"
906,"-3271.11","-1053.15","(-3.62\\%)"
907,"-2039.16","-1073.88","(-3.05\\%)"
908,"-2655.78","-358.37","(-2.01\\%)"
909,"-8705.36","-754.56","(-1.25\\%)"
910,"-765.84","-82.86","(-0.85\\%)"
911,"-550.48","-867.71","(-3.41\\%)"
912,"-115.55","-185.68","(-0.89\\%)"
913,"-657.94","-1282.02","(-4.21\\%)"
914,"-167.63","-509.62","(-1.52\\%)"
915,"2123.60","-770.87","(+0.25\\%)"
916,"0.00","0.00","(0.00\\%)"
917,"-394.95","-536.04","(-1.78\\%)"
918,"-360.59","240.66","(-0.54\\%)"
919,"-32.47","-791.84","(-2.27\\%)"
920,"-571.03","-666.57","(-1.97\\%)"
921,"0.00","0.00","(0.00\\%)"
922,"-312.58","-206.77","(-1.24\\%)"
923,"-1406.47","-584.45","(+0.11\\%)"
924,"-1761.72","-111.42","(-1.20\\%)"
925,"-129.30","-121.17","(-0.45\\%)"
926,"-953.05","-1354.32","(-3.17\\%)"
927,"270.01","-124.46","(+0.07\\%)"
928,"366.25","-716.33","(+1.80\\%)"
929,"-698.51","-894.13","(-1.49\\%)"
930,"1321.52","-344.85","(+4.24\\%)"
931,"1058.47","-871.56","(+5.04\\%)"
932,"-2905.06","-1604.00","(-1.08\\%)"
933,"-1117.50","-1252.13","(-1.95\\%)"
934,"3810.19","149.58","(+4.22\\%)"
935,"-917.33","-296.05","(-0.09\\%)"
936,"-313.96","-1221.10","(-2.01\\%)"
937,"-101.06","-634.51","(-1.34\\%)"
938,"-632.87","-486.62","(-0.79\\%)"
939,"-2506.88","-5653.68","(-3.24\\%)"
940,"-108.49","-798.92","(-0.72\\%)"
941,"1444.75","-745.31","(+0.52\\%)"
942,"-31.86","-221.43","(-0.60\\%)"
943,"-913.38","-772.27","(-0.52\\%)"
944,"-11322.26","-2210.86","(-6.24\\%)"
945,"-4318.27","-846.43","(-1.35\\%)"
946,"-3271.11","-1053.15","(-3.62\\%)"
947,"-407.51","-353.29","(-1.36\\%)"
948,"-2655.78","-358.37","(-2.01\\%)"
949,"-1848.36","-547.04","(-1.87\\%)"
950,"-550.48","-867.71","(-3.41\\%)"
951,"-1200.60","227.31","(-1.27\\%)"
952,"-219.38","-415.18","(-0.33\\%)"
953,"-167.63","-509.62","(-1.52\\%)"
954,"-284.15","-685.36","(-0.68\\%)"
955,"0.00","0.00","(0.00\\%)"
956,"-1315.18","-1033.78","(-0.76\\%)"
957,"-32.47","-791.84","(-2.27\\%)"
958,"-6430.17","-1191.30","(-2.72\\%)"
959,"16131.43","-94.03","(+4.10\\%)"
960,"0.00","0.00","(0.00\\%)"
961,"315.00","-305.01","(-0.41\\%)"
962,"-1406.47","-584.45","(+0.11\\%)"
963,"-2333.26","-1121.14","(-3.68\\%)"
964,"-129.30","-121.17","(-0.45\\%)"
965,"-793.13","-310.04","(-1.99\\%)"
966,"366.25","-716.33","(+1.80\\%)"
967,"-737.46","-886.93","(-3.48\\%)"
968,"1321.52","-344.85","(+4.24\\%)"
969,"-828.47","-775.78","(-2.58\\%)"
970,"1058.47","-871.56","(+5.04\\%)"
971,"-511.13","-730.98","(-2.47\\%)"
972,"-1117.50","-1252.13","(-1.95\\%)"
973,"164.09","-174.85","(-1.05\\%)"
974,"-313.96","-1221.10","(-2.01\\%)"
975,"-356.80","-259.77","(-2.58\\%)"
976,"-632.87","-486.62","(-0.79\\%)"
977,"-8440.46","-1175.70","(-4.64\\%)"
978,"-865.38","-292.22","(-2.01\\%)"
979,"-108.49","-798.92","(-0.72\\%)"
980,"-357.88","-266.56","(-2.06\\%)"
981,"1444.75","-745.31","(+0.52\\%)"
982,"-1404.75","-873.21","(-2.58\\%)"
983,"-11322.26","-2210.86","(-6.24\\%)"
984,"-5676.00","-1181.81","(-3.26\\%)"
985,"-3271.11","-1053.15","(-3.62\\%)"
986,"-637.53","-400.92","(-1.74\\%)"
987,"-2655.78","-358.37","(-2.01\\%)"
988,"408.09","-1676.55","(-0.05\\%)"
989,"-550.48","-867.71","(-3.41\\%)"
990,"-953.64","-178.88","(-1.18\\%)"
991,"0.00","0.00","(0.00\\%)"
992,"-167.63","-509.62","(-1.52\\%)"
993,"-1448.09","-416.53","(-2.78\\%)"
994,"0.00","0.00","(0.00\\%)"
995,"344.68","-49.59","(-0.89\\%)"
996,"-1656.15","-953.55","(-4.62\\%)"
997,"-32.47","-791.84","(-2.27\\%)"
998,"-1368.85","-919.83","(-2.21\\%)"
999,"0.00","0.00","(0.00\\%)"
1000,"-2871.81","-1263.22","(-1.77\\%)"
1001,"-1406.47","-584.45","(+0.11\\%)"
1002,"0.00","0.00","(0.00\\%)"
1003,"-129.30","-121.17","(-0.45\\%)"
1004,"14985.18","-460.02","(+2.52\\%)"
1005,"-906.39","-984.44","(-2.83\\%)"
1006,"366.25","-716.33","(+1.80\\%)"
1007,"1321.52","-344.85","(+4.24\\%)"
1008,"-11931.19","-740.87","(-1.49\\%)"
1009,"1058.47","-871.56","(+5.04\\%)"
1010,"-8473.07","-455.77","(-1.16\\%)"
1011,"-829.70","-1136.64","(-0.03\\%)"
1012,"-1117.50","-1252.13","(-1.95\\%)"
1013,"-9452.85","-1351.28","(-1.93\\%)"
1014,"-224.12","-831.21","(-3.08\\%)"
1015,"-313.96","-1221.10","(-2.01\\%)"
1016,"-632.87","-486.62","(-0.79\\%)"
1017,"1137.95","228.33","(+1.38\\%)"
1018,"-108.49","-798.92","(-0.72\\%)"
1019,"-299.88","-410.77","(-0.96\\%)"
1020,"1444.75","-745.31","(+0.52\\%)"
1021,"2993.66","162.84","(+2.63\\%)"
1022,"-11322.26","-2210.86","(-6.24\\%)"
1023,"-49.06","-181.39","(0.00\\%)"
1024,"-3271.11","-1053.15","(-3.62\\%)"
1025,"-29.92","-442.48","(-1.14\\%)"
1026,"-2655.78","-358.37","(-2.01\\%)"
1027,"-18807.75","-697.92","(-1.05\\%)"
1028,"-1857.74","-87.81","(-1.19\\%)"
1029,"-550.48","-867.71","(-3.41\\%)"
1030,"-98.49","-375.75","(-0.69\\%)"
1031,"-1100.78","-905.76","(-0.79\\%)"
1032,"-167.63","-509.62","(-1.52\\%)"
1033,"-758.03","-1183.26","(-4.54\\%)"
1034,"0.00","0.00","(0.00\\%)"
1035,"-1445.80","8.02","(-0.14\\%)"
1036,"-1386.56","-801.60","(-3.30\\%)"
1037,"-32.47","-791.84","(-2.27\\%)"
1038,"-37.82","-957.91","(-2.36\\%)"
1039,"0.00","0.00","(0.00\\%)"
1040,"-1356.64","-1664.30","(-3.67\\%)"
1041,"-1406.47","-584.45","(+0.11\\%)"
1042,"-223.72","-428.32","(-1.99\\%)"
1043,"-129.30","-121.17","(-0.45\\%)"
1044,"-4676.69","-802.70","(-2.88\\%)"
1045,"-332.23","-316.91","(-0.22\\%)"
1046,"366.25","-716.33","(+1.80\\%)"
1047,"-1199.54","-59.79","(+0.44\\%)"
1048,"1321.52","-344.85","(+4.24\\%)"
1049,"-840.53","-803.83","(-1.99\\%)"
1050,"1058.47","-871.56","(+5.04\\%)"
1051,"66.63","225.50","(+2.95\\%)"
1052,"-1117.50","-1252.13","(-1.95\\%)"
1053,"728.17","343.87","(+1.66\\%)"
1054,"0.00","0.00","(0.00\\%)"
1055,"-313.96","-1221.10","(-2.01\\%)"
1056,"-2704.26","-2388.85","(-3.91\\%)"
1057,"-632.87","-486.62","(-0.79\\%)"
1058,"-1010.22","-1601.75","(-4.95\\%)"
1059,"-108.49","-798.92","(-0.72\\%)"
1060,"1444.75","-745.31","(+0.52\\%)"
1061,"361.66","-427.42","(+0.35\\%)"
1062,"-143.26","-427.53","(-1.87\\%)"
1063,"-11322.26","-2210.86","(-6.24\\%)"
1064,"-7003.39","-1617.82","(-5.92\\%)"
1065,"-3271.11","-1053.15","(-3.62\\%)"
1066,"-396.09","-239.10","(-1.46\\%)"
1067,"-2655.78","-358.37","(-2.01\\%)"
1068,"-1425.88","-722.80","(-3.43\\%)"
1069,"-550.48","-867.71","(-3.41\\%)"
1070,"357.31","-23.52","(-0.79\\%)"
1071,"-108.17","-714.46","(+0.10\\%)"
1072,"-167.63","-509.62","(-1.52\\%)"
1073,"-10460.84","-131.11","(-3.59\\%)"
1074,"0.00","0.00","(0.00\\%)"
1075,"58.54","-376.24","(-0.70\\%)"
1076,"-32.47","-791.84","(-2.27\\%)"
1077,"-1086.93","-766.70","(-1.58\\%)"
1078,"-900.31","-1197.67","(-1.75\\%)"
1079,"0.00","0.00","(0.00\\%)"
1080,"-374.02","-1141.06","(-1.10\\%)"
1081,"-1406.47","-584.45","(+0.11\\%)"
1082,"472.43","301.63","(+1.92\\%)"
1083,"-129.30","-121.17","(-0.45\\%)"
1084,"-7204.58","339.26","(-2.23\\%)"
1085,"366.25","-716.33","(+1.80\\%)"
1086,"-3119.33","-777.84","(-0.96\\%)"
1087,"-265.88","73.59","(-0.37\\%)"
1088,"1321.52","-344.85","(+4.24\\%)"
1089,"-522.26","-854.00","(-1.97\\%)"
1090,"1058.47","-871.56","(+5.04\\%)"
1091,"-1985.05","-646.46","(-1.38\\%)"
1092,"-1117.50","-1252.13","(-1.95\\%)"
1093,"13445.38","-946.26","(+6.14\\%)"
1094,"-313.96","-1221.10","(-2.01\\%)"
1095,"-1508.29","-842.44","(-0.66\\%)"
1096,"2536.68","-430.72","(+0.54\\%)"
1097,"-632.87","-486.62","(-0.79\\%)"
1098,"-763.39","-161.45","(-0.51\\%)"
1099,"-108.49","-798.92","(-0.72\\%)"
1100,"-164.43","-912.16","(-1.47\\%)"
1101,"1444.75","-745.31","(+0.52\\%)"
1102,"67.61","-158.50","(+0.32\\%)"
1103,"-11322.26","-2210.86","(-6.24\\%)"
1104,"0.00","0.00","(0.00\\%)"
1105,"-3271.11","-1053.15","(-3.62\\%)"
1106,"-774.65","-395.30","(-2.41\\%)"
1107,"-2655.78","-358.37","(-2.01\\%)"
1108,"-12150.42","-561.46","(-3.47\\%)"
1109,"-550.48","-867.71","(-3.41\\%)"
1110,"273.53","-75.24","(+0.28\\%)"
1111,"258.60","-107.62","(-0.36\\%)"
1112,"-210.89","-900.42","(-1.92\\%)"
1113,"-167.63","-509.62","(-1.52\\%)"
1114,"-1773.86","-2263.99","(-4.52\\%)"
1115,"0.00","0.00","(0.00\\%)"
1116,"-575.05","-364.63","(-2.56\\%)"
1117,"-32.47","-791.84","(-2.27\\%)"
1118,"-1975.20","-1418.87","(-1.54\\%)"
1119,"0.00","0.00","(0.00\\%)"
1120,"0.00","0.00","(0.00\\%)"
1121,"-1406.47","-584.45","(+0.11\\%)"
1122,"352.81","-119.66","(+0.39\\%)"
1123,"-129.30","-121.17","(-0.45\\%)"
1124,"-533.53","-77.99","(+0.92\\%)"
1125,"366.25","-716.33","(+1.80\\%)"
1126,"-1302.04","-433.12","(-1.47\\%)"
1127,"1321.52","-344.85","(+4.24\\%)"
1128,"-1786.68","-1395.07","(-2.98\\%)"
1129,"1058.47","-871.56","(+5.04\\%)"
1130,"-1170.34","-1274.80","(-4.84\\%)"
1131,"-1117.50","-1252.13","(-1.95\\%)"
1132,"-1.41","-1479.66","(-5.53\\%)"
1133,"-4692.86","-1671.92","(-7.83\\%)"
1134,"-313.96","-1221.10","(-2.01\\%)"
1135,"699.98","-524.40","(+0.15\\%)"
1136,"-632.87","-486.62","(-0.79\\%)"
1137,"-293.36","-211.19","(-0.13\\%)"
1138,"-108.49","-798.92","(-0.72\\%)"
1139,"-770.81","-522.20","(+0.59\\%)"
1140,"1444.75","-745.31","(+0.52\\%)"
1141,"623.37","95.85","(+0.99\\%)"
1142,"-11322.26","-2210.86","(-6.24\\%)"
1143,"2113.18","1048.94","(+1.77\\%)"
1144,"-3271.11","-1053.15","(-3.62\\%)"
1145,"-8256.22","-687.65","(-4.00\\%)"
1146,"-2655.78","-358.37","(-2.01\\%)"
1147,"-10946.07","-2589.57","(-4.10\\%)"
1148,"-527.43","-587.12","(-1.54\\%)"
1149,"-550.48","-867.71","(-3.41\\%)"
1150,"673.85","-597.29","(-0.30\\%)"
1151,"-167.63","-509.62","(-1.52\\%)"
1152,"-3543.68","87.30","(-2.31\\%)"
1153,"0.00","0.00","(0.00\\%)"
